modName,chromsome,modStart,modEnd,width,strand,HEK293_abacm,HEK293_sysy,A549,CD8T,HeLa,MOLM13
m6A_09895,chr2,120003118,120003119,1,+,0,0,1,0,0,0
m6A_09896,chr2,120003294,120003295,1,+,0,0,1,0,0,0
m6A_09897,chr2,120020899,120020900,1,+,0,0,1,0,0,0
m6A_09898,chr2,120020935,120020936,1,+,0,0,1,0,0,0
m6A_09899,chr2,120021946,120021947,1,+,0,0,1,0,1,0
m6A_09900,chr2,120195321,120195322,1,+,0,0,1,0,0,0
m6A_09901,chr2,120195923,120195924,1,+,0,0,1,0,0,0
m6A_09902,chr2,120438695,120438696,1,+,0,0,1,0,0,0
m6A_09903,chr2,120439289,120439290,1,+,0,0,1,0,0,0
m6A_09904,chr2,120439446,120439447,1,+,0,0,1,0,1,0
m6A_09905,chr2,120439531,120439532,1,+,0,0,1,0,1,0
m6A_09906,chr2,120439541,120439542,1,+,0,0,1,0,1,0
m6A_09907,chr2,120932701,120932702,1,+,0,0,1,0,0,0
m6A_09908,chr2,121050847,121050848,1,+,0,0,1,0,1,0
m6A_09909,chr2,121050873,121050874,1,+,0,0,1,0,0,1
m6A_09910,chr2,121103012,121103013,1,+,0,0,1,0,0,0
m6A_09911,chr2,121107178,121107179,1,+,0,0,1,0,0,0
m6A_09912,chr2,121107316,121107317,1,+,0,0,1,0,0,0
m6A_09913,chr2,121107409,121107410,1,+,0,0,1,0,0,0
m6A_09914,chr2,121107621,121107622,1,+,0,0,1,0,0,0
m6A_09915,chr2,121108094,121108095,1,+,0,0,1,0,0,0
m6A_09916,chr2,121108099,121108100,1,+,0,0,1,0,0,0
m6A_09917,chr2,121108110,121108111,1,+,0,0,1,0,0,0
m6A_09918,chr2,121108289,121108290,1,+,0,0,1,0,0,0
m6A_09919,chr2,121108783,121108784,1,+,0,0,1,0,0,0
m6A_09920,chr2,121108804,121108805,1,+,0,0,1,0,0,0
m6A_09921,chr2,121747345,121747346,1,+,0,0,1,0,0,0
m6A_09922,chr2,121748472,121748473,1,+,0,0,1,0,0,0
m6A_09923,chr2,121749488,121749489,1,+,0,0,1,0,0,0
m6A_09924,chr2,122523130,122523131,1,+,0,0,1,0,1,0
m6A_09925,chr2,128459977,128459978,1,+,0,0,1,0,1,0
m6A_09926,chr2,128459996,128459997,1,+,0,0,1,0,1,0
m6A_09927,chr2,128460265,128460266,1,+,0,0,1,0,1,0
m6A_09928,chr2,128460382,128460383,1,+,0,0,1,0,1,0
m6A_09929,chr2,128947329,128947330,1,+,0,0,1,1,1,1
m6A_09930,chr2,128947353,128947354,1,+,0,0,1,1,1,0
m6A_09931,chr2,128947549,128947550,1,+,0,0,1,0,0,1
m6A_09932,chr2,128948340,128948341,1,+,0,0,1,0,0,0
m6A_09933,chr2,128949028,128949029,1,+,0,0,1,0,0,0
m6A_09934,chr2,131104069,131104070,1,+,0,0,1,0,1,1
m6A_09935,chr2,131104076,131104077,1,+,0,0,1,1,1,0
m6A_09936,chr2,131104139,131104140,1,+,0,0,1,0,1,0
m6A_09937,chr2,131131207,131131208,1,+,0,0,1,0,0,0
m6A_09938,chr2,133403933,133403934,1,+,0,0,1,0,0,0
m6A_09939,chr2,133404031,133404032,1,+,0,0,1,0,0,0
m6A_09940,chr2,135206374,135206375,1,+,0,0,1,1,0,0
m6A_09941,chr2,135206772,135206773,1,+,0,0,1,1,0,0
m6A_09942,chr2,135207028,135207029,1,+,0,0,1,0,0,0
m6A_09943,chr2,135711083,135711084,1,+,0,0,1,0,1,0
m6A_09944,chr2,135711102,135711103,1,+,0,0,1,0,1,0
m6A_09945,chr2,135711688,135711689,1,+,0,0,1,0,0,0
m6A_09946,chr2,135712061,135712062,1,+,0,0,1,0,0,0
m6A_09947,chr2,135712156,135712157,1,+,0,0,1,1,1,0
m6A_09948,chr2,135712174,135712175,1,+,0,0,1,1,1,0
m6A_09949,chr2,135712183,135712184,1,+,0,0,1,0,1,1
m6A_09950,chr2,135712474,135712475,1,+,0,0,1,0,1,0
m6A_09951,chr2,135893360,135893361,1,+,0,0,1,0,0,0
m6A_09952,chr2,136540348,136540349,1,+,0,0,1,0,1,0
m6A_09953,chr2,136540359,136540360,1,+,0,0,1,0,1,0
m6A_09954,chr2,136540394,136540395,1,+,0,0,1,0,1,0
m6A_09955,chr2,143722305,143722306,1,+,0,0,1,0,0,0
m6A_09956,chr2,148685061,148685062,1,+,0,0,1,0,1,0
m6A_09957,chr2,148778750,148778751,1,+,0,0,1,0,0,0
m6A_09958,chr2,149528703,149528704,1,+,0,0,1,0,0,0
m6A_09959,chr2,149542386,149542387,1,+,0,0,1,0,0,0
m6A_09960,chr2,149544041,149544042,1,+,0,0,1,0,1,0
m6A_09961,chr2,149544048,149544049,1,+,0,0,1,1,1,0
m6A_09962,chr2,149544058,149544059,1,+,0,0,1,1,0,0
m6A_09963,chr2,152321059,152321060,1,+,0,0,1,1,1,0
m6A_09964,chr2,152321359,152321360,1,+,0,0,1,0,0,0
m6A_09965,chr2,152321388,152321389,1,+,0,0,1,1,1,1
m6A_09966,chr2,152322227,152322228,1,+,0,0,1,0,0,0
m6A_09967,chr2,152322474,152322475,1,+,0,0,1,1,1,0
m6A_09968,chr2,152331643,152331644,1,+,0,0,1,0,1,0
m6A_09969,chr2,153475436,153475437,1,+,0,0,1,0,0,0
m6A_09970,chr2,153475482,153475483,1,+,0,0,1,0,0,0
m6A_09971,chr2,153504410,153504411,1,+,0,0,1,0,0,0
m6A_09972,chr2,153504426,153504427,1,+,0,0,1,0,1,0
m6A_09973,chr2,153505541,153505542,1,+,0,0,1,0,0,0
m6A_09974,chr2,159481671,159481672,1,+,0,0,1,0,1,0
m6A_09975,chr2,159481688,159481689,1,+,0,0,1,0,1,0
m6A_09976,chr2,159481740,159481741,1,+,0,0,1,0,1,0
m6A_09977,chr2,159481815,159481816,1,+,0,0,1,0,1,0
m6A_09978,chr2,159481838,159481839,1,+,0,0,1,0,1,0
m6A_09979,chr2,159481854,159481855,1,+,0,0,1,0,1,0
m6A_09980,chr2,159537118,159537119,1,+,0,0,1,0,1,0
m6A_09981,chr2,159537734,159537735,1,+,0,0,1,0,1,0
m6A_09982,chr2,160035532,160035533,1,+,0,0,1,0,0,0
m6A_09983,chr2,160035550,160035551,1,+,0,0,1,0,0,0
m6A_09984,chr2,160087024,160087025,1,+,0,0,1,0,1,0
m6A_09985,chr2,160087044,160087045,1,+,0,0,1,0,1,0
m6A_09986,chr2,160087124,160087125,1,+,0,0,1,0,1,0
m6A_09987,chr2,160087677,160087678,1,+,0,0,1,0,0,0
m6A_09988,chr2,160087740,160087741,1,+,0,0,1,0,1,0
m6A_09989,chr2,160087755,160087756,1,+,0,0,1,0,1,0
m6A_09990,chr2,160087767,160087768,1,+,0,0,1,0,0,0
m6A_09991,chr2,160088378,160088379,1,+,0,0,1,0,1,0
m6A_09992,chr2,160624043,160624044,1,+,0,0,1,0,0,0
m6A_09993,chr2,162087784,162087785,1,+,0,0,1,0,1,0
m6A_09994,chr2,162087796,162087797,1,+,0,0,1,0,1,1
m6A_09995,chr2,162087816,162087817,1,+,0,0,1,1,1,0
m6A_09996,chr2,162087865,162087866,1,+,0,0,1,1,1,0
m6A_09997,chr2,162087873,162087874,1,+,0,0,1,1,1,0
m6A_09998,chr2,162087876,162087877,1,+,0,0,1,0,1,0
m6A_09999,chr2,162092023,162092024,1,+,0,0,1,1,1,0
m6A_10000,chr2,169626204,169626205,1,+,0,0,1,0,0,0
m6A_10001,chr2,169721486,169721487,1,+,0,0,1,0,0,0
m6A_10002,chr2,170361497,170361498,1,+,0,0,1,0,0,0
m6A_10003,chr2,170557613,170557614,1,+,0,0,1,0,0,0
m6A_10004,chr2,170591605,170591606,1,+,0,0,1,0,0,0
m6A_10005,chr2,170592480,170592481,1,+,0,0,1,0,1,0
m6A_10006,chr2,170592485,170592486,1,+,0,0,1,0,1,0
m6A_10007,chr2,170592511,170592512,1,+,0,0,1,0,1,0
m6A_10008,chr2,170592571,170592572,1,+,0,0,1,0,1,0
m6A_10009,chr2,170605983,170605984,1,+,0,0,1,0,1,0
m6A_10010,chr2,170806314,170806315,1,+,0,0,1,0,0,0
m6A_10011,chr2,171822772,171822773,1,+,0,0,1,0,0,0
m6A_10012,chr2,171823306,171823307,1,+,0,0,1,0,1,0
m6A_10013,chr2,172337652,172337653,1,+,0,0,1,0,1,1
m6A_10014,chr2,172411242,172411243,1,+,0,0,1,0,0,0
m6A_10015,chr2,172411248,172411249,1,+,0,0,1,0,1,1
m6A_10016,chr2,173369075,173369076,1,+,0,0,1,1,1,0
m6A_10017,chr2,173369212,173369213,1,+,0,0,1,0,0,0
m6A_10018,chr2,173370052,173370053,1,+,0,0,1,0,1,0
m6A_10019,chr2,174074711,174074712,1,+,0,0,1,0,0,0
m6A_10020,chr2,174131000,174131001,1,+,0,0,1,0,1,0
m6A_10021,chr2,174131098,174131099,1,+,0,0,1,0,1,1
m6A_10022,chr2,174131120,174131121,1,+,0,0,1,0,1,0
m6A_10023,chr2,174131332,174131333,1,+,0,0,1,0,0,0
m6A_10024,chr2,174131470,174131471,1,+,0,0,1,0,1,0
m6A_10025,chr2,174131486,174131487,1,+,0,0,1,0,0,0
m6A_10026,chr2,175202306,175202307,1,+,0,0,1,0,0,0
m6A_10027,chr2,175202502,175202503,1,+,0,0,1,0,0,0
m6A_10028,chr2,175202847,175202848,1,+,0,0,1,0,0,0
m6A_10029,chr2,176996365,176996366,1,+,0,0,1,0,0,0
m6A_10030,chr2,177017641,177017642,1,+,0,0,1,0,0,0
m6A_10031,chr2,177202292,177202293,1,+,0,0,1,0,1,0
m6A_10032,chr2,178086430,178086431,1,+,0,0,1,0,0,0
m6A_10033,chr2,178403007,178403008,1,+,0,0,1,0,1,1
m6A_10034,chr2,179404041,179404042,1,+,0,0,1,0,0,0
m6A_10035,chr2,182757561,182757562,1,+,0,0,1,0,0,0
m6A_10036,chr2,182757930,182757931,1,+,0,0,1,0,1,0
m6A_10037,chr2,182758305,182758306,1,+,0,0,1,0,1,0
m6A_10038,chr2,182766602,182766603,1,+,0,0,1,0,1,0
m6A_10039,chr2,182766638,182766639,1,+,0,0,1,0,1,0
m6A_10040,chr2,182766682,182766683,1,+,0,0,1,1,1,0
m6A_10041,chr2,182766950,182766951,1,+,0,0,1,0,1,0
m6A_10042,chr2,182766961,182766962,1,+,0,0,1,0,1,0
m6A_10043,chr2,182766974,182766975,1,+,0,0,1,0,1,0
m6A_10044,chr2,182767133,182767134,1,+,0,0,1,0,1,0
m6A_10045,chr2,182780165,182780166,1,+,0,0,1,0,1,0
m6A_10046,chr2,182780263,182780264,1,+,0,0,1,0,1,0
m6A_10047,chr2,182780432,182780433,1,+,0,0,1,0,1,0
m6A_10048,chr2,182780848,182780849,1,+,0,0,1,1,1,0
m6A_10049,chr2,182786727,182786728,1,+,0,0,1,0,1,0
m6A_10050,chr2,182792934,182792935,1,+,0,0,1,0,1,0
m6A_10051,chr2,183642240,183642241,1,+,0,0,1,0,0,0
m6A_10052,chr2,187626810,187626811,1,+,0,0,1,0,0,0
m6A_10053,chr2,187627621,187627622,1,+,0,0,1,0,0,0
m6A_10054,chr2,187627915,187627916,1,+,0,0,1,0,0,0
m6A_10055,chr2,187627943,187627944,1,+,0,0,1,0,0,0
m6A_10056,chr2,190340094,190340095,1,+,0,0,1,0,1,0
m6A_10057,chr2,190340169,190340170,1,+,0,0,1,0,1,0
m6A_10058,chr2,190530883,190530884,1,+,0,0,1,0,0,0
m6A_10059,chr2,190530941,190530942,1,+,0,0,1,0,0,0
m6A_10060,chr2,190531388,190531389,1,+,0,0,1,0,0,0
m6A_10061,chr2,190531559,190531560,1,+,0,0,1,0,1,0
m6A_10062,chr2,190532054,190532055,1,+,0,0,1,0,1,0
m6A_10063,chr2,190728619,190728620,1,+,0,0,1,1,0,0
m6A_10064,chr2,190728642,190728643,1,+,0,0,1,1,1,0
m6A_10065,chr2,190728651,190728652,1,+,0,0,1,0,0,1
m6A_10066,chr2,190728891,190728892,1,+,0,0,1,0,1,0
m6A_10067,chr2,191236030,191236031,1,+,0,0,1,0,0,0
m6A_10068,chr2,191300918,191300919,1,+,0,0,1,1,0,0
m6A_10069,chr2,191301036,191301037,1,+,0,0,1,1,0,0
m6A_10070,chr2,191301066,191301067,1,+,0,0,1,0,0,0
m6A_10071,chr2,191301400,191301401,1,+,0,0,1,0,0,0
m6A_10072,chr2,191301410,191301411,1,+,0,0,1,1,0,0
m6A_10073,chr2,191301416,191301417,1,+,0,0,1,1,0,0
m6A_10074,chr2,191301442,191301443,1,+,0,0,1,1,0,0
m6A_10075,chr2,191301475,191301476,1,+,0,0,1,0,0,0
m6A_10076,chr2,191302064,191302065,1,+,0,0,1,0,0,0
m6A_10077,chr2,191365072,191365073,1,+,0,0,1,0,0,0
m6A_10078,chr2,191524122,191524123,1,+,0,0,1,0,1,0
m6A_10079,chr2,191524267,191524268,1,+,0,0,1,0,0,0
m6A_10080,chr2,191524542,191524543,1,+,0,0,1,1,1,0
m6A_10081,chr2,191797452,191797453,1,+,0,0,1,0,1,0
m6A_10082,chr2,191797460,191797461,1,+,0,0,1,0,1,0
m6A_10083,chr2,191797476,191797477,1,+,0,0,1,0,1,0
m6A_10084,chr2,191797498,191797499,1,+,0,0,1,1,1,0
m6A_10085,chr2,196544963,196544964,1,+,0,0,1,0,1,0
m6A_10086,chr2,196545017,196545018,1,+,0,0,1,0,1,0
m6A_10087,chr2,196545024,196545025,1,+,0,0,1,1,1,0
m6A_10088,chr2,196545542,196545543,1,+,0,0,1,0,1,0
m6A_10089,chr2,196548528,196548529,1,+,0,0,1,0,1,0
m6A_10090,chr2,196600024,196600025,1,+,0,0,1,0,1,0
m6A_10091,chr2,196600145,196600146,1,+,0,0,1,1,1,0
m6A_10092,chr2,198338802,198338803,1,+,0,0,1,1,1,0
m6A_10093,chr2,198380799,198380800,1,+,0,0,1,0,0,0
m6A_10094,chr2,198571805,198571806,1,+,0,0,1,1,1,0
m6A_10095,chr2,200789959,200789960,1,+,0,0,1,0,0,0
m6A_10096,chr2,200828559,200828560,1,+,0,0,1,1,1,1
m6A_10097,chr2,200828581,200828582,1,+,0,0,1,0,0,0
m6A_10098,chr2,201436126,201436127,1,+,0,0,1,0,1,0
m6A_10099,chr2,201436159,201436160,1,+,0,0,1,0,0,1
m6A_10100,chr2,201436677,201436678,1,+,0,0,1,0,0,1
m6A_10101,chr2,201438185,201438186,1,+,0,0,1,0,1,0
m6A_10102,chr2,201438457,201438458,1,+,0,0,1,0,1,0
m6A_10103,chr2,201754279,201754280,1,+,0,0,1,0,0,0
m6A_10104,chr2,201756781,201756782,1,+,0,0,1,0,1,0
m6A_10105,chr2,201756814,201756815,1,+,0,0,1,0,1,1
m6A_10106,chr2,201756880,201756881,1,+,0,0,1,0,0,0
m6A_10107,chr2,201768371,201768372,1,+,0,0,1,0,1,0
m6A_10108,chr2,201981003,201981004,1,+,0,0,1,1,0,0
m6A_10109,chr2,201981035,201981036,1,+,0,0,1,0,0,0
m6A_10110,chr2,201982077,201982078,1,+,0,0,1,0,0,0
m6A_10111,chr2,201994703,201994704,1,+,0,0,1,0,0,0
m6A_10112,chr2,201994748,201994749,1,+,0,0,1,1,1,0
m6A_10113,chr2,202001122,202001123,1,+,0,0,1,1,0,0
m6A_10114,chr2,202028674,202028675,1,+,0,0,1,1,0,0
m6A_10115,chr2,202084019,202084020,1,+,0,0,1,0,0,0
m6A_10116,chr2,202131421,202131422,1,+,0,0,1,0,1,0
m6A_10117,chr2,202149643,202149644,1,+,0,0,1,0,0,0
m6A_10118,chr2,202149658,202149659,1,+,0,0,1,1,0,0
m6A_10119,chr2,202149719,202149720,1,+,0,0,1,1,0,1
m6A_10120,chr2,202149852,202149853,1,+,0,0,1,1,1,0
m6A_10121,chr2,202344878,202344879,1,+,0,0,1,0,0,0
m6A_10122,chr2,202898708,202898709,1,+,0,0,1,0,0,0
m6A_10123,chr2,202898752,202898753,1,+,0,0,1,0,0,0
m6A_10124,chr2,202900331,202900332,1,+,0,0,1,0,0,0
m6A_10125,chr2,202901058,202901059,1,+,0,0,1,0,0,0
m6A_10126,chr2,202902230,202902231,1,+,0,0,1,0,0,0
m6A_10127,chr2,203242074,203242075,1,+,0,0,1,0,0,0
m6A_10128,chr2,203420227,203420228,1,+,0,0,1,0,1,0
m6A_10129,chr2,203420244,203420245,1,+,0,0,1,0,0,0
m6A_10130,chr2,203420393,203420394,1,+,0,0,1,0,0,0
m6A_10131,chr2,203420544,203420545,1,+,0,0,1,0,1,0
m6A_10132,chr2,203420552,203420553,1,+,0,0,1,0,1,0
m6A_10133,chr2,203420854,203420855,1,+,0,0,1,0,0,0
m6A_10134,chr2,203420872,203420873,1,+,0,0,1,1,1,0
m6A_10135,chr2,203420890,203420891,1,+,0,0,1,0,0,0
m6A_10136,chr2,203424630,203424631,1,+,0,0,1,0,0,0
m6A_10137,chr2,203424658,203424659,1,+,0,0,1,0,0,0
m6A_10138,chr2,203424788,203424789,1,+,0,0,1,0,0,0
m6A_10139,chr2,203630744,203630745,1,+,0,0,1,1,0,0
m6A_10140,chr2,203972492,203972493,1,+,0,0,1,0,0,0
m6A_10141,chr2,204291986,204291987,1,+,0,0,1,0,0,0
m6A_10142,chr2,204292021,204292022,1,+,0,0,1,0,0,0
m6A_10143,chr2,204292334,204292335,1,+,0,0,1,0,0,0
m6A_10144,chr2,204292342,204292343,1,+,0,0,1,0,0,0
m6A_10145,chr2,204292372,204292373,1,+,0,0,1,0,0,0
m6A_10146,chr2,204292907,204292908,1,+,0,0,1,0,1,0
m6A_10147,chr2,204292913,204292914,1,+,0,0,1,0,0,0
m6A_10148,chr2,206547731,206547732,1,+,0,0,1,0,0,0
m6A_10149,chr2,206547866,206547867,1,+,0,0,1,0,0,0
m6A_10150,chr2,206547879,206547880,1,+,0,0,1,0,0,0
m6A_10151,chr2,206547898,206547899,1,+,0,0,1,0,0,0
m6A_10152,chr2,206547921,206547922,1,+,0,0,1,0,0,0
m6A_10153,chr2,206632225,206632226,1,+,0,0,1,0,0,0
m6A_10154,chr2,206633564,206633565,1,+,0,0,1,0,0,0
m6A_10155,chr2,206642266,206642267,1,+,0,0,1,0,0,0
m6A_10156,chr2,206659705,206659706,1,+,0,0,1,0,0,0
m6A_10157,chr2,206659806,206659807,1,+,0,0,1,0,0,0
m6A_10158,chr2,206659862,206659863,1,+,0,0,1,0,0,0
m6A_10159,chr2,206659886,206659887,1,+,0,0,1,0,0,0
m6A_10160,chr2,206659912,206659913,1,+,0,0,1,0,0,0
m6A_10161,chr2,207482401,207482402,1,+,0,0,1,0,0,0
m6A_10162,chr2,207482508,207482509,1,+,0,0,1,0,0,0
m6A_10163,chr2,207482628,207482629,1,+,0,0,1,0,0,0
m6A_10164,chr2,207482816,207482817,1,+,0,0,1,0,0,0
m6A_10165,chr2,207483018,207483019,1,+,0,0,1,0,0,0
m6A_10166,chr2,207483088,207483089,1,+,0,0,1,0,0,0
m6A_10167,chr2,207631496,207631497,1,+,0,0,1,0,1,0
m6A_10168,chr2,207631503,207631504,1,+,0,0,1,1,1,0
m6A_10169,chr2,207631690,207631691,1,+,0,0,1,0,1,0
m6A_10170,chr2,207631711,207631712,1,+,0,0,1,1,1,0
m6A_10171,chr2,207631731,207631732,1,+,0,0,1,1,1,0
m6A_10172,chr2,207631749,207631750,1,+,0,0,1,0,0,0
m6A_10173,chr2,207631984,207631985,1,+,0,0,1,0,1,1
m6A_10174,chr2,208461725,208461726,1,+,0,0,1,0,1,0
m6A_10175,chr2,208461756,208461757,1,+,0,0,1,1,0,0
m6A_10176,chr2,208461836,208461837,1,+,0,0,1,0,0,0
m6A_10177,chr2,208618469,208618470,1,+,0,0,1,0,0,0
m6A_10178,chr2,208618561,208618562,1,+,0,0,1,0,0,0
m6A_10179,chr2,208618759,208618760,1,+,0,0,1,0,0,0
m6A_10180,chr2,208618873,208618874,1,+,0,0,1,0,0,0
m6A_10181,chr2,209219973,209219974,1,+,0,0,1,1,0,0
m6A_10182,chr2,210884567,210884568,1,+,0,0,1,0,1,0
m6A_10183,chr2,211542768,211542769,1,+,0,0,1,0,1,0
m6A_10184,chr2,211542779,211542780,1,+,0,0,1,0,1,0
m6A_10185,chr2,214182510,214182511,1,+,0,0,1,0,1,0
m6A_10186,chr2,216211671,216211672,1,+,0,0,1,0,0,0
m6A_10187,chr2,217394050,217394051,1,+,0,0,1,1,1,0
m6A_10188,chr2,217394058,217394059,1,+,0,0,1,1,1,0
m6A_10189,chr2,219137479,219137480,1,+,0,0,1,0,0,0
m6A_10190,chr2,219209865,219209866,1,+,0,0,1,0,1,0
m6A_10191,chr2,219210015,219210016,1,+,0,0,1,0,0,0
m6A_10192,chr2,219433475,219433476,1,+,0,0,1,0,0,0
m6A_10193,chr2,219459063,219459064,1,+,0,0,1,0,1,0
m6A_10194,chr2,219459342,219459343,1,+,0,0,1,0,0,0
m6A_10195,chr2,219525266,219525267,1,+,0,0,1,0,0,0
m6A_10196,chr2,219525723,219525724,1,+,0,0,1,0,1,0
m6A_10197,chr2,219567018,219567019,1,+,0,0,1,0,1,0
m6A_10198,chr2,219825596,219825597,1,+,0,0,1,0,0,0
m6A_10199,chr2,219825613,219825614,1,+,0,0,1,0,0,0
m6A_10200,chr2,219825625,219825626,1,+,0,0,1,0,0,0
m6A_10201,chr2,220046944,220046945,1,+,0,0,1,0,1,1
m6A_10202,chr2,220047002,220047003,1,+,0,0,1,0,1,0
m6A_10203,chr2,220047190,220047191,1,+,0,0,1,1,1,0
m6A_10204,chr2,220101282,220101283,1,+,0,0,1,1,1,0
m6A_10205,chr2,220110767,220110768,1,+,0,0,1,0,0,0
m6A_10206,chr2,220149743,220149744,1,+,0,0,1,0,0,0
m6A_10207,chr2,223773791,223773792,1,+,0,0,1,0,1,0
m6A_10208,chr2,223806327,223806328,1,+,0,0,1,0,1,0
m6A_10209,chr2,223806343,223806344,1,+,0,0,1,0,1,1
m6A_10210,chr2,224824451,224824452,1,+,0,0,1,0,1,1
m6A_10211,chr2,224824458,224824459,1,+,0,0,1,1,1,0
m6A_10212,chr2,224824510,224824511,1,+,0,0,1,0,1,1
m6A_10213,chr2,224824543,224824544,1,+,0,0,1,0,0,0
m6A_10214,chr2,224824650,224824651,1,+,0,0,1,0,0,0
m6A_10215,chr2,224831660,224831661,1,+,0,0,1,0,1,0
m6A_10216,chr2,224831695,224831696,1,+,0,0,1,0,1,0
m6A_10217,chr2,228176605,228176606,1,+,0,0,1,0,0,0
m6A_10218,chr2,228177119,228177120,1,+,0,0,1,0,0,0
m6A_10219,chr2,228419234,228419235,1,+,0,0,1,0,0,0
m6A_10220,chr2,231314297,231314298,1,+,0,0,1,0,0,0
m6A_10221,chr2,231729647,231729648,1,+,0,0,1,0,0,0
m6A_10222,chr2,231911631,231911632,1,+,0,0,1,0,0,0
m6A_10223,chr2,231911653,231911654,1,+,0,0,1,0,0,0
m6A_10224,chr2,231912470,231912471,1,+,0,0,1,0,0,0
m6A_10225,chr2,231914195,231914196,1,+,0,0,1,0,0,0
m6A_10226,chr2,231921617,231921618,1,+,0,0,1,0,0,0
m6A_10227,chr2,232262599,232262600,1,+,0,0,1,0,0,0
m6A_10228,chr2,233445809,233445810,1,+,0,0,1,0,1,0
m6A_10229,chr2,233445828,233445829,1,+,0,0,1,0,1,0
m6A_10230,chr2,233445846,233445847,1,+,0,0,1,0,1,0
m6A_10231,chr2,233445858,233445859,1,+,0,0,1,1,0,1
m6A_10232,chr2,233721753,233721754,1,+,0,0,1,1,0,0
m6A_10233,chr2,233722024,233722025,1,+,0,0,1,0,0,0
m6A_10234,chr2,233722037,233722038,1,+,0,0,1,1,1,0
m6A_10235,chr2,233722042,233722043,1,+,0,0,1,0,1,0
m6A_10236,chr2,234378305,234378306,1,+,0,0,1,0,1,1
m6A_10237,chr2,234678273,234678274,1,+,0,0,1,0,0,0
m6A_10238,chr2,235949606,235949607,1,+,0,0,1,0,0,0
m6A_10239,chr2,235949810,235949811,1,+,0,0,1,0,1,0
m6A_10240,chr2,235950083,235950084,1,+,0,0,1,0,1,0
m6A_10241,chr2,235950815,235950816,1,+,0,0,1,0,1,0
m6A_10242,chr2,235951507,235951508,1,+,0,0,1,0,0,0
m6A_10243,chr2,235951835,235951836,1,+,0,0,1,0,1,0
m6A_10244,chr2,235963711,235963712,1,+,0,0,1,0,0,0
m6A_10245,chr2,235963789,235963790,1,+,0,0,1,0,1,0
m6A_10246,chr2,235964048,235964049,1,+,0,0,1,0,0,0
m6A_10247,chr2,237032926,237032927,1,+,0,0,1,0,1,0
m6A_10248,chr2,237032932,237032933,1,+,0,0,1,0,0,0
m6A_10249,chr2,237032991,237032992,1,+,0,0,1,0,0,0
m6A_10250,chr2,237033089,237033090,1,+,0,0,1,0,1,0
m6A_10251,chr2,237034556,237034557,1,+,0,0,1,0,0,0
m6A_10252,chr2,237129836,237129837,1,+,0,0,1,0,0,0
m6A_10253,chr2,238454354,238454355,1,+,0,0,1,0,0,0
m6A_10254,chr2,238462505,238462506,1,+,0,0,1,0,0,0
m6A_10255,chr2,238462530,238462531,1,+,0,0,1,0,0,1
m6A_10256,chr2,238671327,238671328,1,+,0,0,1,0,1,0
m6A_10257,chr2,238688757,238688758,1,+,0,0,1,0,0,0
m6A_10258,chr2,238949963,238949964,1,+,0,0,1,1,1,0
m6A_10259,chr2,238950006,238950007,1,+,0,0,1,0,1,0
m6A_10260,chr2,238950286,238950287,1,+,0,0,1,1,0,0
m6A_10261,chr2,239007194,239007195,1,+,0,0,1,0,0,0
m6A_10262,chr2,239359398,239359399,1,+,0,0,1,0,0,0
m6A_10263,chr2,241405743,241405744,1,+,0,0,1,0,1,0
m6A_10264,chr2,241405766,241405767,1,+,0,0,1,0,1,0
m6A_10265,chr2,241406340,241406341,1,+,0,0,1,0,0,0
m6A_10266,chr2,241517804,241517805,1,+,0,0,1,1,0,0
m6A_10267,chr2,242163340,242163341,1,+,0,0,1,0,0,0
m6A_10268,chr2,242182531,242182532,1,+,0,0,1,0,0,0
m6A_10269,chr2,242512897,242512898,1,+,0,0,1,0,0,0
m6A_10270,chr2,669485,669486,1,-,0,0,1,0,0,0
m6A_10271,chr2,3502713,3502714,1,-,0,0,1,0,1,0
m6A_10272,chr2,3593365,3593366,1,-,0,0,1,0,0,0
m6A_10273,chr2,3617970,3617971,1,-,0,0,1,0,0,0
m6A_10274,chr2,8870582,8870583,1,-,0,0,1,1,0,0
m6A_10275,chr2,8998695,8998696,1,-,0,0,1,0,0,0
m6A_10276,chr2,8998710,8998711,1,-,0,0,1,0,0,0
m6A_10277,chr2,8998889,8998890,1,-,0,0,1,0,1,0
m6A_10278,chr2,9630217,9630218,1,-,0,0,1,1,1,0
m6A_10279,chr2,9630284,9630285,1,-,0,0,1,0,1,0
m6A_10280,chr2,9630462,9630463,1,-,0,0,1,0,1,0
m6A_10281,chr2,9630474,9630475,1,-,0,0,1,1,1,0
m6A_10282,chr2,9630501,9630502,1,-,0,0,1,0,1,0
m6A_10283,chr2,9630516,9630517,1,-,0,0,1,1,1,0
m6A_10284,chr2,10924206,10924207,1,-,0,0,1,0,1,0
m6A_10285,chr2,10924232,10924233,1,-,0,0,1,0,1,0
m6A_10286,chr2,10924240,10924241,1,-,0,0,1,0,1,0
m6A_10287,chr2,10924293,10924294,1,-,0,0,1,0,1,0
m6A_10288,chr2,11320343,11320344,1,-,0,0,1,0,0,0
m6A_10289,chr2,11323152,11323153,1,-,0,0,1,1,1,0
m6A_10290,chr2,11323315,11323316,1,-,0,0,1,0,1,0
m6A_10291,chr2,11323359,11323360,1,-,0,0,1,0,1,0
m6A_10292,chr2,11323451,11323452,1,-,0,0,1,0,1,0
